timestamp_min,temperature_C,humidity_percent,temperature_rate_C_per_min,condition,time_to_critical_min
1252,8.61,64.53,0.0983,Warning,14.15
1253,8.68,64.68,0.0485,Warning,27.19
1254,8.71,65.21,0.012,Warning,108.33
1255,8.71,64.46,0.1885,Warning,6.86
1256,9.08,64.38,0.0526,Warning,17.44
1257,8.81,65.14,-0.1343,Warning,
1258,8.81,64.81,0.2,Warning,5.93
1259,9.21,64.33,0.0638,Warning,12.36
1260,8.94,64.4,0.0101,Warning,104.79
1261,9.23,65.5,0.1188,Warning,6.47
1262,9.18,65.37,0.0797,Warning,10.3
1263,9.39,65.86,0.0707,Warning,8.62
1264,9.32,64.28,-0.0284,Warning,
1265,9.33,65.08,0.0595,Warning,11.19
1266,9.44,65.22,0.1376,Warning,4.08
1267,9.61,65.86,0.0635,Warning,6.15
1268,9.57,65.84,0.0296,Warning,14.68
1269,9.67,65.48,0.1031,Warning,3.21
1270,9.77,65.53,0.128,Warning,1.78
1271,9.92,64.97,0.0031,Warning,24.07
1272,9.78,65.55,-0.0047,Warning,
1273,9.92,66.16,0.0796,Warning,1.07
1274,9.94,65.13,0.0761,Warning,0.81
1275,10.07,66.05,-0.0167,Critical,0.0
1276,9.9,65.8,-0.0373,Warning,
1277,9.99,65.58,0.1016,Warning,0.07
1278,10.11,66.22,0.1283,Critical,0.0
1279,10.25,65.44,0.1313,Critical,0.0
1280,10.37,65.43,0.0685,Critical,0.0
1281,10.39,65.72,0.0102,Critical,0.0
1282,10.39,66.3,0.0677,Critical,0.0
1283,10.52,66.68,0.0713,Critical,0.0
1284,10.53,66.32,0.0216,Critical,0.0
1285,10.56,66.32,0.0809,Critical,0.0
1286,10.7,66.26,0.0054,Critical,0.0
1287,10.58,66.48,0.057,Critical,0.0
1288,10.81,66.13,0.0808,Critical,0.0
1289,10.74,67.04,0.0651,Critical,0.0
1290,10.94,66.41,0.0659,Critical,0.0
1291,10.87,66.22,0.0924,Critical,0.0
1292,11.12,66.66,0.0835,Critical,0.0
1293,11.04,66.85,-0.0247,Critical,0.0
1294,11.07,67.3,0.1361,Critical,0.0
1295,11.31,66.56,0.0674,Critical,0.0
1296,11.21,65.75,-0.0534,Critical,0.0
1297,11.2,66.31,0.0906,Critical,0.0
1298,11.39,66.77,0.0654,Critical,0.0
1299,11.33,66.84,0.0748,Critical,0.0
1300,11.54,67.21,0.0378,Critical,0.0
1301,11.41,67.0,-0.0155,Critical,0.0
1302,11.51,67.46,0.1674,Critical,0.0
1303,11.74,66.79,0.0847,Critical,0.0
1304,11.68,67.02,-0.0615,Critical,0.0
1305,11.62,67.38,0.0797,Critical,0.0
1306,11.84,67.69,0.1062,Critical,0.0
1307,11.83,67.1,0.0107,Critical,0.0
1308,11.86,67.0,0.0567,Critical,0.0
1309,11.95,67.85,0.0923,Critical,0.0
1310,12.04,67.55,0.092,Critical,0.0
1311,12.13,67.04,0.0812,Critical,0.0
1312,12.21,67.84,0.0269,Critical,0.0
1313,12.18,67.97,0.0327,Critical,0.0
1314,12.27,67.51,0.1295,Critical,0.0
1315,12.44,67.48,0.0955,Critical,0.0
1316,12.46,67.67,0.0439,Critical,0.0
1317,12.53,66.9,-0.0147,Critical,0.0
1318,12.43,68.15,0.0963,Critical,0.0
1319,12.72,67.59,-3.0327,Critical,0.0
1320,6.37,77.92,-3.105,Normal,
1321,6.51,77.87,0.0385,Normal,90.65
1322,6.45,77.7,-0.0775,Normal,
1323,6.36,77.51,-0.0584,Normal,
1324,6.33,77.16,-0.0142,Normal,
1325,6.33,77.38,-0.0357,Normal,
1326,6.26,77.76,-0.0159,Normal,
1327,6.3,78.02,-0.0059,Normal,
1328,6.25,78.23,-0.07,Normal,
1329,6.16,78.46,-0.0368,Normal,
1330,6.17,78.59,-0.0402,Normal,
1331,6.08,78.37,-0.0231,Normal,
1332,6.13,78.13,0.0424,Normal,91.34
1333,6.16,77.79,0.0525,Normal,73.16
1334,6.23,77.48,0.056,Normal,67.29
1335,6.27,77.64,-0.0058,Normal,
1336,6.22,77.79,-0.0175,Normal,
1337,6.24,77.65,-0.0299,Normal,
1338,6.16,77.16,-0.0264,Normal,
1339,6.19,76.77,0.0178,Normal,214.22
1340,6.19,76.7,0.031,Normal,122.84
1341,6.25,76.63,0.014,Normal,268.17
1342,6.22,76.81,0.0002,Normal,16833.09
1343,6.25,76.89,0.0322,Normal,116.58
1344,6.29,76.51,0.049,Normal,75.71
1345,6.35,76.66,-0.0104,Normal,
1346,6.27,76.6,-0.0422,Normal,
1347,6.26,76.56,0.0118,Normal,317.18
1348,6.29,76.92,0.0566,Normal,65.53
1349,6.38,76.59,0.0682,Normal,53.17
1350,6.43,76.93,0.0404,Normal,88.57
1351,6.46,77.2,0.096,Normal,36.92
1352,6.62,77.45,0.0905,Normal,37.39
1353,6.64,77.72,0.0158,Normal,213.23
1354,6.65,77.72,-0.0083,Normal,
1355,6.62,78.11,-0.0468,Normal,
1356,6.56,78.5,-0.0127,Normal,
1357,6.6,78.15,0.0347,Normal,98.1
1358,6.63,77.62,0.0397,Normal,84.95
1359,6.68,77.84,0.0013,Normal,2507.21
1360,6.63,77.87,0.0545,Normal,61.91
1361,6.78,77.75,0.0358,Normal,89.8
1362,6.7,78.12,0.0361,Normal,91.31
1363,6.86,78.12,0.119,Normal,26.42
1364,6.94,78.45,0.0108,Normal,284.65
1365,6.88,78.33,0.0195,Normal,159.81
1366,6.98,78.75,0.0718,Normal,42.14
1367,7.02,78.53,0.102,Normal,29.2
1368,7.18,78.4,0.0661,Normal,42.67
1369,7.15,78.49,0.0488,Normal,58.37
1370,7.28,78.7,0.0788,Normal,34.56
1371,7.31,78.82,0.0183,Normal,146.65
1372,7.31,78.96,-0.0994,Normal,
1373,7.11,78.88,-0.0915,Normal,
1374,7.13,78.59,0.0251,Normal,114.25
1375,7.16,78.54,0.0857,Normal,33.12
1376,7.3,78.94,0.0516,Normal,52.28
1377,7.27,78.9,-0.0216,Normal,
1378,7.26,78.78,0.0048,Normal,565.81
1379,7.28,78.6,-0.0374,Normal,
1380,7.18,78.75,-0.02,Normal,
1381,7.24,78.55,0.061,Normal,45.33
1382,7.31,78.39,0.0459,Normal,58.62
1383,7.33,78.6,0.0088,Normal,304.35
1384,7.32,78.71,-0.022,Normal,
1385,7.28,78.66,-0.0289,Normal,
1386,7.27,78.48,-0.0153,Normal,
1387,7.25,78.09,-0.0267,Normal,
1388,7.21,78.02,-0.0299,Normal,
1389,7.19,77.96,-0.0127,Normal,
1390,7.19,78.08,0.0325,Normal,86.5
1391,7.26,77.91,-0.0131,Normal,
1392,7.16,77.65,-0.0676,Normal,
1393,7.12,77.57,-0.0503,Normal,
1394,7.06,77.24,-0.049,Normal,
1395,7.02,77.29,0.0056,Normal,535.52
1396,7.07,77.15,0.0073,Normal,402.12
1397,7.04,76.92,-0.0178,Normal,
1398,7.04,76.7,0.0217,Normal,136.77
1399,7.08,76.26,0.0085,Normal,341.65
1400,7.05,76.33,-0.007,Normal,
1401,7.07,77.01,0.0213,Normal,137.35
1402,7.1,76.75,0.0102,Normal,285.42
1403,7.09,76.31,-0.007,Normal,
1404,7.08,76.1,0.0334,Normal,87.38
1405,7.16,75.96,0.0319,Normal,89.05
1406,7.15,75.81,0.0649,Normal,43.99
1407,7.29,75.73,0.1429,Normal,19.0
1408,7.43,75.93,0.0926,Normal,27.74
1409,7.47,76.02,0.035,Normal,72.2
1410,7.5,75.54,0.0046,Normal,543.48
1411,7.48,75.75,-0.0131,Normal,
1412,7.48,75.4,-0.0041,Normal,
1413,7.47,75.83,0.0478,Normal,52.92
1414,7.57,75.81,0.0879,Normal,27.62
1415,7.65,75.72,-0.0301,Normal,
1416,7.51,75.49,-0.0056,Normal,
1417,7.64,75.42,0.0528,Normal,44.79
1418,7.62,75.34,0.0664,Normal,35.88
1419,7.77,75.75,0.1649,Normal,13.53
1420,7.95,75.71,0.1006,Normal,20.42
1421,7.97,75.33,0.0268,Normal,75.73
1422,8.0,75.04,0.015,Normal,133.5
1423,8.0,74.77,-0.0236,Normal,
1424,7.95,74.56,-0.0479,Normal,
1425,7.9,74.42,-0.0462,Normal,
1426,7.86,74.63,-0.0661,Normal,
1427,7.77,74.68,0.0045,Normal,492.5
1428,7.87,74.56,0.02,Normal,106.52
1429,7.81,74.5,0.0185,Normal,118.45
1430,7.91,74.55,0.0259,Normal,80.71
1431,7.86,74.67,-0.0653,Normal,
1432,7.78,74.84,-0.0277,Normal,
1433,7.81,74.76,-0.0172,Normal,
1434,7.74,74.54,-0.0122,Normal,
1435,7.78,74.85,-0.0041,Normal,
1436,7.73,74.96,-0.109,Normal,
1437,7.57,74.82,-0.0847,Normal,
1438,7.56,74.59,-0.0387,Normal,
1439,7.49,74.42,-0.0258,Normal,
1440,7.51,74.37,-0.0778,Normal,
1441,7.33,73.84,-0.1138,Normal,
1442,7.28,73.96,-0.1342,Normal,
1443,7.06,73.83,-0.131,Normal,
1444,7.02,74.18,-0.0365,Normal,
1445,6.99,74.28,-0.0098,Normal,
1446,7.0,73.74,0.0364,Normal,82.38
1447,7.06,73.8,0.0511,Normal,57.49
1448,7.11,74.78,-0.063,Normal,
1449,6.94,75.21,-0.0949,Normal,
1450,6.92,75.28,-0.0133,Normal,
1451,6.91,75.18,-0.0246,Normal,
1452,6.87,75.26,-0.0835,Normal,
1453,6.74,75.45,-0.0773,Normal,
1454,6.71,75.16,-0.0346,Normal,
1455,6.68,75.48,-0.0394,Normal,
1456,6.63,75.57,-0.0507,Normal,
1457,6.57,75.76,-0.0018,Normal,
1458,6.63,76.22,0.0204,Normal,165.26
1459,6.62,76.39,-0.0031,Normal,
1460,6.62,76.71,-0.0248,Normal,
1461,6.57,76.9,-0.0365,Normal,
1462,6.55,76.88,-0.0041,Normal,
1463,6.56,76.94,-0.001,Normal,
1464,6.55,77.0,0.0585,Normal,59.03
1465,6.67,77.24,0.0979,Normal,33.98
1466,6.74,77.13,-0.0008,Normal,
1467,6.67,77.37,-0.0005,Normal,
1468,6.74,77.74,0.0109,Normal,299.32
1469,6.69,77.68,-0.0897,Normal,
1470,6.56,77.58,-0.0257,Normal,
1471,6.64,77.46,0.0655,Normal,51.27
1472,6.69,77.42,0.0386,Normal,85.69
1473,6.72,77.13,0.0164,Normal,200.36
1474,6.73,76.38,-0.0041,Normal,
1475,6.71,75.97,0.0408,Normal,80.66
1476,6.81,76.17,0.0669,Normal,47.7
1477,6.85,76.55,-0.0193,Normal,
1478,6.77,76.99,-0.0007,Normal,
1479,6.84,76.93,0.0827,Normal,38.15
1480,6.94,76.65,0.0124,Normal,246.28
1481,6.87,76.5,-0.0541,Normal,
1482,6.83,76.23,0.0278,Normal,114.29
1483,6.92,76.17,0.063,Normal,48.79
1484,6.95,76.03,-0.0587,Normal,
1485,6.81,76.09,-0.1493,Normal,
1486,6.65,76.08,-0.1312,Normal,
1487,6.54,76.57,-0.0183,Normal,
1488,6.62,76.6,0.087,Normal,38.87
1489,6.72,76.39,0.0723,Normal,45.39
1490,6.76,76.44,0.0323,Normal,100.24
1491,6.78,76.76,0.0399,Normal,80.69
1492,6.84,76.83,-0.0369,Normal,
1493,6.71,76.59,-0.0711,Normal,
1494,6.7,76.61,-0.0501,Normal,
1495,6.61,77.22,0.0154,Normal,219.48
1496,6.73,77.37,0.0635,Normal,51.45
1497,6.74,77.31,-0.0352,Normal,
1498,6.66,77.33,-0.0278,Normal,
1499,6.68,77.02,0.0237,Normal,140.18
1500,6.71,76.98,-0.0629,Normal,
1501,6.56,76.77,-0.0929,Normal,
1502,6.52,77.24,0.0057,Normal,608.26
1503,6.57,76.91,0.0417,Normal,82.33
1504,6.61,76.52,0.0627,Normal,54.1
1505,6.69,76.4,0.0396,Normal,83.61
1506,6.68,76.73,-0.0552,Normal,
1507,6.58,76.38,-0.0748,Normal,
1508,6.53,76.64,-0.0841,Normal,
1509,6.41,75.93,-0.0788,Normal,
1510,6.38,76.07,0.03,Normal,120.9
1511,6.47,75.96,0.0316,Normal,111.77
1512,6.44,76.25,-0.0912,Normal,
1513,6.29,76.15,-0.0672,Normal,
1514,6.31,76.26,-0.0128,Normal,
1515,6.27,76.27,-0.1199,Normal,
1516,6.07,76.1,-0.0814,Normal,
1517,6.1,75.86,0.0205,Normal,190.13
1518,6.11,75.97,-0.0113,Normal,
1519,6.08,76.01,-0.0522,Normal,
1520,6.0,75.96,-0.0141,Normal,
1521,6.05,76.0,0.0009,Normal,4167.65
1522,6.0,76.06,0.0051,Normal,779.86
1523,6.06,75.54,0.0749,Normal,52.55
1524,6.15,75.46,0.0634,Normal,60.67
1525,6.19,75.76,-0.0378,Normal,
1526,6.08,75.58,-0.0664,Normal,
1527,6.06,75.39,0.0579,Normal,68.17
1528,6.19,75.17,0.0472,Normal,80.67
1529,6.15,75.22,-0.0703,Normal,
1530,6.05,75.12,-0.0354,Normal,
1531,6.08,75.04,0.009,Normal,437.44
1532,6.07,74.91,-0.0643,Normal,
1533,5.95,74.99,0.0096,Normal,420.99
1534,6.09,74.99,0.0792,Normal,49.35
1535,6.11,75.17,-0.0418,Normal,
1536,6.01,75.59,-0.0427,Normal,
1537,6.02,76.0,-0.0212,Normal,
1538,5.97,76.46,0.0017,Normal,2394.72
1539,6.03,76.59,0.0404,Normal,98.42
1540,6.05,76.53,0.0574,Normal,68.91
1541,6.14,76.57,-0.0307,Normal,
1542,5.98,76.29,-0.0861,Normal,
1543,5.97,76.36,-0.0097,Normal,
1544,5.97,76.67,-0.0803,Normal,
1545,5.81,76.71,-0.1508,Normal,
1546,5.66,76.9,-0.0765,Normal,
1547,5.66,77.0,-0.0383,Normal,
1548,5.59,77.32,0.0071,Normal,620.36
1549,5.67,77.47,0.0365,Normal,118.66
1550,5.66,77.61,-0.0335,Normal,
1551,5.6,77.82,0.0377,Normal,116.61
1552,5.74,78.09,0.0368,Normal,115.9
1553,5.68,78.18,-0.0809,Normal,
1554,5.57,78.33,-0.0337,Normal,
1555,5.61,77.86,-0.0284,Normal,
1556,5.52,77.79,-0.0585,Normal,
1557,5.49,77.49,0.0035,Normal,1278.79
1558,5.52,77.55,0.0078,Normal,574.74
1559,5.51,77.36,0.0342,Normal,131.43
1560,5.59,77.77,0.0226,Normal,194.99
1561,5.55,77.62,0.0003,Normal,14538.79
1562,5.59,77.53,0.0141,Normal,313.19
1563,5.58,77.72,-0.082,Normal,
1564,5.43,78.05,-0.0735,Normal,
1565,5.43,77.94,-0.0007,Normal,
1566,5.43,77.93,-0.0728,Normal,
1567,5.29,78.31,-0.0676,Normal,
1568,5.29,78.42,0.0397,Normal,118.54
1569,5.37,78.16,0.057,Normal,81.26
1570,5.41,78.1,0.0528,Normal,86.99
1571,5.47,77.56,0.0299,Normal,151.34
1572,5.47,77.41,0.0133,Normal,340.21
1573,5.5,77.53,-0.011,Normal,
1574,5.44,77.35,-0.0327,Normal,
1575,5.44,77.13,0.0293,Normal,156.05
1576,5.5,77.04,-0.0826,Normal,
1577,5.27,76.94,-0.1578,Normal,
1578,5.19,76.53,-0.091,Normal,
1579,5.09,76.56,0.0036,Normal,1346.31
1580,5.19,76.64,0.0289,Normal,166.37
1581,5.15,76.75,-0.0426,Normal,
1582,5.11,76.58,-0.0645,Normal,
1583,5.02,76.14,-0.0618,Normal,
1584,4.99,76.18,-0.0195,Normal,
1585,4.98,76.08,-0.0417,Normal,
1586,4.9,76.23,-0.0905,Normal,
1587,4.8,76.42,-0.0928,Normal,
1588,4.72,76.24,-0.0988,Normal,
1589,4.6,76.11,-0.0197,Normal,
1590,4.68,76.24,0.0781,Normal,68.11
1591,4.76,76.37,-0.005,Normal,
1592,4.67,76.29,-0.0754,Normal,
1593,4.6,76.62,-0.0791,Normal,
1594,4.51,76.84,-0.0122,Normal,
1595,4.58,77.3,0.0193,Normal,280.36
1596,4.55,77.48,0.0749,Normal,72.82
1597,4.73,77.32,0.0299,Normal,176.46
1598,4.61,76.85,-0.0329,Normal,
1599,4.66,76.38,0.0136,Normal,391.87
1600,4.63,76.49,-0.0075,Normal,
1601,4.65,76.6,0.0163,Normal,328.29
1602,4.67,76.92,-0.0292,Normal,
1603,4.59,76.75,-0.069,Normal,
1604,4.53,76.96,0.0051,Normal,1070.7
1605,4.6,77.07,0.0834,Normal,64.77
1606,4.7,76.78,0.114,Normal,46.52
1607,4.83,77.16,0.0961,Normal,53.8
1608,4.89,77.6,-0.0368,Normal,
1609,4.76,77.47,-0.0957,Normal,
1610,4.7,77.65,-0.0714,Normal,
1611,4.61,77.84,0.0128,Normal,420.36
1612,4.72,78.01,0.0662,Normal,79.76
1613,4.75,77.77,-0.0225,Normal,
1614,4.68,78.08,-0.0027,Normal,
1615,4.74,78.07,0.0145,Normal,363.84
1616,4.71,77.56,-0.0596,Normal,
1617,4.62,78.04,-0.0941,Normal,
1618,4.52,78.09,-0.0109,Normal,
1619,4.6,77.77,0.0477,Normal,113.27
1620,4.61,78.01,0.0079,Normal,682.84
1621,4.61,78.73,-0.0662,Normal,
1622,4.48,78.99,-0.0737,Normal,
1623,4.47,79.18,0.0107,Normal,515.15
1624,4.5,79.0,0.0268,Normal,205.04
1625,4.52,78.54,0.0333,Normal,164.59
1626,4.57,78.61,0.0497,Normal,109.33
1627,4.62,78.88,0.0403,Normal,133.66
1628,4.65,78.91,-0.0205,Normal,
1629,4.58,78.73,0.0122,Normal,443.37
1630,4.67,79.09,0.0379,Normal,140.36
1631,4.66,79.1,-0.0457,Normal,
1632,4.58,79.4,-0.0096,Normal,
1633,4.64,79.88,-0.0085,Normal,
1634,4.57,79.79,-0.0259,Normal,
1635,4.58,79.95,0.0006,Normal,8581.23
1636,4.57,79.73,0.0266,Normal,204.03
1637,4.64,79.91,-0.0014,Normal,
1638,4.56,80.0,0.0102,Normal,535.19
1639,4.66,80.0,0.05,Normal,106.86
1640,4.66,80.0,-0.0313,Normal,
1641,4.6,80.0,-0.1206,Normal,
1642,4.42,80.0,-0.1486,Normal,
1643,4.3,80.0,-0.0757,Normal,
1644,4.27,79.95,-0.0383,Normal,
1645,4.22,79.88,0.0316,Normal,182.68
1646,4.33,79.25,0.1078,Normal,52.54
1647,4.44,79.34,0.0028,Normal,1988.37
1648,4.34,79.07,0.0188,Normal,301.44
1649,4.47,78.83,0.0209,Normal,264.1
1650,4.38,79.12,-0.0326,Normal,
1651,4.41,78.88,0.0222,Normal,251.75
1652,4.43,78.63,0.0527,Normal,105.76
1653,4.51,78.89,0.0653,Normal,83.98
1654,4.56,78.98,0.0917,Normal,59.33
1655,4.7,78.98,0.0232,Normal,228.79
1656,4.6,79.09,0.0362,Normal,149.21
1657,4.77,78.84,0.069,Normal,75.81
1658,4.74,78.94,-0.0166,Normal,
1659,4.74,78.7,0.0427,Normal,123.19
1660,4.83,79.28,0.0527,Normal,98.12
1661,4.84,79.05,-0.0541,Normal,
1662,4.72,79.12,-0.0178,Normal,
1663,4.81,79.24,0.0441,Normal,117.86
1664,4.81,79.09,-0.0438,Normal,
1665,4.72,79.3,-0.0071,Normal,
1666,4.79,78.91,0.1001,Normal,52.0
1667,4.92,79.05,0.1196,Normal,42.48
1668,5.03,78.72,0.0014,Normal,3677.86
1669,4.92,78.68,-0.0345,Normal,
1670,4.96,79.13,0.0484,Normal,104.17
1671,5.02,79.07,-0.0128,Normal,
1672,4.94,79.38,-0.0796,Normal,
1673,4.86,79.78,-0.05,Normal,
1674,4.84,80.0,0.0158,Normal,327.13
1675,4.89,79.97,0.0064,Normal,800.52
1676,4.85,79.88,-0.0036,Normal,
1677,4.88,79.9,-0.0066,Normal,
1678,4.84,79.86,-0.0206,Normal,
1679,4.84,79.33,0.0215,Normal,240.19
1680,4.88,79.08,-0.0278,Normal,
1681,4.79,78.66,-0.1179,Normal,
1682,4.64,78.32,-0.1001,Normal,
1683,4.59,78.81,-0.0494,Normal,
1684,4.55,78.85,-0.005,Normal,
1685,4.58,78.89,0.0129,Normal,419.67
1686,4.57,78.59,0.0549,Normal,98.82
1687,4.69,79.04,-0.0093,Normal,
1688,4.55,78.78,-0.0785,Normal,
1689,4.53,78.54,0.009,Normal,604.66
1690,4.57,78.36,0.1068,Normal,50.82
1691,4.74,78.66,0.0951,Normal,55.27
1692,4.76,78.91,0.0527,Normal,99.34
1693,4.85,78.77,0.0116,Normal,444.52
1694,4.78,78.79,0.0018,Normal,2871.08
1695,4.85,78.83,-0.0286,Normal,
1696,4.73,78.63,-0.066,Normal,
1697,4.72,78.61,0.0759,Normal,69.52
1698,4.88,78.26,0.0991,Normal,51.67
1699,4.92,78.63,0.1111,Normal,45.74
1700,5.1,78.53,0.1105,Normal,44.33
1701,5.14,78.68,0.0275,Normal,176.88
1702,5.16,78.65,0.0253,Normal,191.79
1703,5.19,78.02,0.0447,Normal,107.54
1704,5.25,78.05,0.0184,Normal,258.64
1705,5.23,78.56,-0.0359,Normal,
1706,5.17,78.46,0.0527,Normal,91.65
1707,5.33,78.25,0.0577,Normal,80.95
1708,5.29,78.22,0.0116,Normal,405.28
1709,5.36,78.27,-0.0181,Normal,
1710,5.25,78.13,-0.076,Normal,
1711,5.2,78.11,-0.0073,Normal,
1712,5.24,78.22,-0.054,Normal,
1713,5.1,78.49,-0.0609,Normal,
1714,5.12,78.83,0.0279,Normal,175.23
1715,5.15,79.11,0.0364,Normal,133.09
1716,5.19,79.44,0.0396,Normal,121.64
1717,5.23,79.42,0.1118,Normal,42.66
1718,5.41,79.64,0.1138,Normal,40.29
1719,5.46,79.32,-0.0286,Normal,
1720,5.36,79.4,-0.0457,Normal,
1721,5.37,79.24,0.0115,Normal,404.27
1722,5.38,79.64,0.0335,Normal,138.14
1723,5.43,79.35,0.0234,Normal,195.5
1724,5.43,79.15,-0.02,Normal,
1725,5.39,79.05,-0.0346,Normal,
1726,5.36,78.74,-0.0242,Normal,
1727,5.35,78.59,-0.1223,Normal,
1728,5.11,79.11,-0.0736,Normal,
1729,5.2,79.01,0.0443,Normal,108.38
1730,5.2,78.72,0.0686,Normal,69.99
1731,5.34,79.2,0.0741,Normal,62.95
1732,5.35,79.45,0.0133,Normal,350.32
1733,5.36,79.12,-0.0095,Normal,
1734,5.33,79.15,-0.0347,Normal,
1735,5.29,79.1,-0.0218,Normal,
1736,5.29,79.08,-0.0016,Normal,
1737,5.29,78.81,-0.0266,Normal,
1738,5.23,78.49,0.0104,Normal,457.03
1739,5.31,77.96,0.0853,Normal,55.0
1740,5.4,78.31,0.0341,Normal,134.99
1741,5.38,77.66,-0.0265,Normal,
1742,5.35,77.64,-0.0549,Normal,
1743,5.27,77.51,0.0208,Normal,227.64
1744,5.39,77.68,0.0242,Normal,190.24
1745,5.32,77.28,-0.0501,Normal,
1746,5.29,77.23,0.0068,Normal,695.83
1747,5.33,77.09,0.0403,Normal,115.84
1748,5.37,77.58,0.0531,Normal,87.19
1749,5.44,77.56,0.0253,Normal,180.4
1750,5.42,77.48,0.0399,Normal,114.73
1751,5.52,77.32,0.049,Normal,91.43
1752,5.52,77.33,-0.0183,Normal,
1753,5.48,76.99,-0.0072,Normal,
1754,5.51,76.97,0.0329,Normal,136.47
1755,5.55,76.84,0.0688,Normal,64.7
1756,5.64,76.62,0.1173,Normal,37.13
1757,5.78,76.18,0.0859,Normal,49.13
1758,5.82,76.3,-0.0144,Normal,
1759,5.75,76.41,0.0194,Normal,219.44
1760,5.85,75.85,0.0713,Normal,58.15
1761,5.89,75.23,-0.0185,Normal,
1762,5.82,75.64,-0.0619,Normal,
1763,5.77,75.35,-0.0312,Normal,
1764,5.75,75.86,-0.0812,Normal,
1765,5.61,75.6,-0.0134,Normal,
1766,5.73,76.06,0.0558,Normal,76.61
1767,5.72,75.75,0.0797,Normal,53.71
1768,5.89,76.15,0.111,Normal,37.05
1769,5.94,75.95,0.0252,Normal,161.06
1770,5.94,75.91,0.0113,Normal,360.34
1771,5.96,76.27,0.0484,Normal,83.36
1772,6.03,76.0,0.0902,Normal,43.94
1773,6.14,76.08,0.0825,Normal,46.71
1774,6.2,76.45,-0.017,Normal,
1775,6.11,76.44,-0.0657,Normal,
1776,6.07,76.05,-0.0074,Normal,
1777,6.1,76.67,-0.0597,Normal,
1778,5.95,76.67,-0.048,Normal,
1779,6.0,76.7,0.0211,Normal,189.6
1780,5.99,76.37,0.0048,Normal,837.57
1781,6.01,76.18,-0.0783,Normal,
1782,5.83,76.48,-0.0493,Normal,
1783,5.91,76.49,0.0475,Normal,86.08
1784,5.93,76.76,0.0181,Normal,224.44
1785,5.95,76.99,-0.0029,Normal,
1786,5.92,77.32,0.0009,Normal,4373.1
1787,5.95,77.37,-0.038,Normal,
1788,5.85,77.44,-0.0841,Normal,
1789,5.78,77.28,-0.0659,Normal,
1790,5.72,77.01,0.0524,Normal,81.79
1791,5.89,77.34,0.1618,Normal,25.43
1792,6.04,77.04,0.0797,Normal,49.71
1793,6.05,76.72,-0.025,Normal,
1794,5.99,76.49,0.0218,Normal,184.34
1795,6.09,76.39,0.0923,Normal,42.37
1796,6.17,76.54,0.1349,Normal,28.36
1797,6.36,76.17,0.1425,Normal,25.55
1798,6.46,76.45,0.0114,Normal,309.66
1799,6.38,76.71,-0.0255,Normal,
1800,6.41,76.65,-0.0195,Normal,
1801,6.34,76.47,0.049,Normal,74.59
1802,6.51,76.47,0.1133,Normal,30.84
1803,6.57,76.27,0.0001,Normal,37670.24
1804,6.51,76.54,-0.0852,Normal,
1805,6.4,76.44,-0.0526,Normal,
1806,6.4,76.47,-0.0058,Normal,
1807,6.39,76.57,0.0206,Normal,175.81
1808,6.44,76.75,-0.0117,Normal,
1809,6.36,76.68,0.0084,Normal,435.07
1810,6.46,76.9,-0.0071,Normal,
1811,6.35,76.99,-0.134,Normal,
1812,6.19,77.0,-0.0032,Normal,
1813,6.34,76.76,0.0425,Normal,85.97
1814,6.28,76.96,-0.0951,Normal,
1815,6.15,76.8,-0.0379,Normal,
1816,6.2,76.64,0.0144,Normal,263.52
1817,6.18,76.82,0.0074,Normal,514.41
1818,6.22,76.89,0.0033,Normal,1147.96
1819,6.19,76.98,-0.0185,Normal,
1820,6.18,77.1,-0.0248,Normal,
1821,6.14,77.05,-0.0595,Normal,
1822,6.06,77.04,-0.072,Normal,
1823,5.99,76.77,-0.0221,Normal,
1824,6.02,76.82,0.0417,Normal,95.65
1825,6.08,76.71,0.0476,Normal,82.34
1826,6.11,76.85,0.0341,Normal,114.02
1827,6.15,76.64,0.0238,Normal,162.17
1828,6.16,76.73,0.0063,Normal,613.6
1829,6.16,76.21,0.0067,Normal,572.79
1830,6.17,76.76,-0.008,Normal,
1831,6.14,76.58,0.0005,Normal,7245.93
1832,6.17,76.66,0.0626,Normal,61.1
1833,6.27,76.35,0.077,Normal,48.49
1834,6.33,76.49,0.0236,Normal,155.87
1835,6.31,76.58,0.0355,Normal,103.83
1836,6.4,76.8,-0.0045,Normal,
1837,6.31,77.0,-0.0483,Normal,
1838,6.3,77.02,0.0003,Normal,10869.76
1839,6.31,76.98,0.0506,Normal,73.0
1840,6.4,76.96,0.0029,Normal,1246.57
1841,6.31,76.86,-0.0376,Normal,
1842,6.33,77.17,0.0313,Normal,117.47
1843,6.37,76.96,0.1235,Normal,29.35
1844,6.57,77.02,0.1504,Normal,22.78
1845,6.68,76.99,0.0723,Normal,45.95
1846,6.72,77.2,0.0701,Normal,46.84
1847,6.82,77.46,0.0836,Normal,38.08
1848,6.89,77.38,0.012,Normal,259.15
1849,6.84,77.46,0.0145,Normal,218.62
1850,6.91,77.41,0.0799,Normal,38.6
1851,7.0,77.77,0.006,Normal,503.91
1852,6.93,77.56,-0.0423,Normal,
1853,6.92,77.64,-0.0266,Normal,
1854,6.87,77.98,-0.004,Normal,
1855,6.91,77.99,-0.0405,Normal,
1856,6.79,77.66,-0.0462,Normal,
